Symbol,open,52_wk_low,52_wk_hi,volume,avg_volume,market_cap,PE_ratio,EPS_ratio,target
CDNS,136.95,51.39,138.54,2049699.0,1494488.0,37988000000.0,35.31,3.86,Undervalued
CDW,132.19,73.39,146.95,977071.0,836017.0,19245000000.0,26.55,5.07,Near Fair Value
CERN,79.5,53.08,80.9,1528250.0,1440628.0,24484000000.0,31.21,2.56,Overvalued
CHTR,624.39,345.67,681.71,1035686.0,1101123.0,126797000000.0,50.3,12.61,Overvalued
CHKP,128.92,80.06,139.26,1295140.0,1043631.0,18501000000.0,22.61,5.84,Overvalued
CTAS,353.92,154.33,369.2,398413.0,429779.0,36761000000.0,39.28,8.91,Overvalued
CSCO,44.48,32.4,50.28,20936283.0,22043477.0,190401000000.0,18.24,2.47,Undervalued
CTSH,81.12,40.01,82.73,2632965.0,2990853.0,43814000000.0,30.37,2.7,Near Fair Value
CMCSA,50.36,31.71,52.49,20259880.0,17253119.0,235812000000.0,23.11,2.23,Near Fair Value
CPRT,120.67,55.69,130.96,813138.0,1250869.0,28851000000.0,42.86,2.85,Near Fair Value
COST,368.11,271.28,393.15,2599696.0,2261014.0,163867000000.0,37.98,9.74,Overvalued
CSX,93.86,46.81,96.26,4176892.0,4071179.0,73296000000.0,26.63,3.6,Overvalued
DXCM,389.27,182.07,456.23,1277668.0,1154703.0,37267000000.0,160.43,2.42,Overvalued
DOCU,241.6,64.88,290.23,3334887.0,3707711.0,45280000000.0,,-1.19,Overvalued
DLTR,114.72,60.2,115.45,1928231.0,1998166.0,26570000000.0,27.9,4.05,Overvalued
EBAY,53.37,26.02,61.06,6298601.0,8629914.0,37555000000.0,7.56,7.21,Overvalued
EA,140.86,85.69,147.36,1773185.0,2895104.0,41119000000.0,31.62,4.49,Overvalued
EXC,42.01,29.28,50.54,4582762.0,5468222.0,41179000000.0,17.37,2.43,Overvalued
FB,268.31,137.1,304.67,18528251.0,18236836.0,762117000000.0,30.48,8.78,Undervalued
FAST,49.58,26.72,50.91,3482895.0,3103115.0,29133000000.0,34.76,1.46,Overvalued
FISV,114.48,73.5,125.05,3859860.0,4044495.0,78088000000.0,88.75,1.32,Overvalued
FOXA,30.83,19.81,39.74,5907869.0,4917730.0,17737000000.0,11.45,2.63,Overvalued
FOX,30.23,19.13,38.84,1838676.0,1458725.0,17870000000.0,11.28,2.63,Overvalued
GILD,62.61,56.56,85.97,8389752.0,9750660.0,79023000000.0,62.6,1.01,Undervalued
IDXX,499.79,168.65,513.56,401413.0,402587.0,43776000000.0,89.47,5.74,Overvalued
ILMN,384.57,196.78,404.2,1027126.0,1131844.0,55423000000.0,87.99,4.31,Near Fair Value
INCY,90.35,62.48,110.37,1458118.0,1126371.0,20548000000.0,,-1.55,Near Fair Value
INTC,52.45,43.61,69.29,34625379.0,36866969.0,211662000000.0,10.11,5.11,Undervalued
INTU,369.79,187.68,387.94,1200539.0,1214987.0,102619000000.0,50.29,7.45,Overvalued
ISRG,804.22,360.5,826.81,463543.0,539317.0,96248000000.0,93.27,8.78,Overvalued
JD,89.0,32.7,96.2,12833748.0,12771961.0,146601000000.0,622.72,0.15,Overvalued
KDP,31.62,18.98,32.24,4871243.0,6279680.0,45032000000.0,35.16,0.91,Overvalued
KLAC,282.22,110.19,287.34,1029461.0,934865.0,43740000000.0,34.44,8.22,Near Fair Value
KHC,33.51,19.99,36.37,6226730.0,5891139.0,41104000000.0,,-0.4,Overvalued
LRCX,514.0,181.38,522.25,1441896.0,1376958.0,72239000000.0,28.5,17.6,Near Fair Value
LULU,367.36,128.85,399.9,994943.0,1478231.0,47633000000.0,85.77,4.26,Overvalued
MAR,131.2,46.56,150.97,1485477.0,2632312.0,42063000000.0,241.06,0.54,Overvalued
MRVL,49.89,16.45,50.64,10914952.0,9069857.0,32956000000.000004,22.49,2.18,Overvalued
MTCH,154.2,35.58,159.53,1226825.0,2194939.0,40374000000.0,455.83,0.33,Overvalued
MXIM,94.46,41.93,96.69,3054748.0,2125061.0,25236000000.0,37.3,2.53,Overvalued
MELI,1623.84,422.22,1735.75,737457.0,511812.0,85726000000.0,,-0.17,Overvalued
MCHP,151.67,53.15,152.85,2543290.0,1811709.0,39628000000.0,63.1,2.34,Overvalued
MU,82.54,31.13,84.16,51272079.0,16777063.0,86471000000.0,29.19,2.65,Near Fair Value
MSFT,218.68,132.52,232.86,22956206.0,28389934.0,1660000000000.0,35.43,6.2,Overvalued
MRNA,116.52,17.91,178.5,12066222.0,21831026.0,44616000000.0,,-1.63,Overvalued
MDLZ,57.37,41.19,60.0,6642748.0,5791177.0,83221000000.0,27.46,2.12,Overvalued
MNST,93.78,50.06,95.06,2656531.0,2062211.0,50147000000.0,42.81,2.22,Overvalued
NTES,111.62,53.17,114.78,3378076.0,2532650.0,74141000000.0,17.18,6.67,Overvalued
NFLX,511.31,290.25,575.37,2973949.0,4917253.0,225492000000.0,82.43,6.19,Near Fair Value
NVDA,534.5,180.68,589.07,7313215.0,7898436.0,328732000000.0,86.82,6.12,Overvalued
NXPI,181.38,58.41,182.55,2773030.0,2026501.0,48965000000.0,,-0.51,Overvalued
ORLY,470.27,251.52,487.95,509306.0,517603.0,34625000000.0,21.39,22.34,Near Fair Value
OKTA,251.64,88.66,287.35,1628128.0,1513053.0,32770000000.000004,,-1.92,Overvalued
PCAR,88.67,49.11,95.82,1267494.0,1502752.0,30417000000.0,21.41,4.1,Near Fair Value
PAYX,91.47,47.87,99.95,1236308.0,1557534.0,33185000000.000004,31.41,2.93,Overvalued
PYPL,237.43,82.07,244.25,6767739.0,9162452.0,284088000000.0,91.49,2.65,Overvalued
PTON,155.82,17.7,167.37,6248413.0,14765930.0,46477000000.0,,-2.11,Overvalued
PEP,142.47,101.42,148.77,3656149.0,3768292.0,199251000000.0,28.55,5.05,Overvalued
PDD,182.7,30.2,187.7,8818806.0,9495741.0,221684000000.0,,-2.09,Overvalued
QCOM,157.23,58.0,161.07,6119152.0,8172619.0,177160000000.0,34.65,4.52,Overvalued
REGN,487.93,328.13,664.64,993790.0,934519.0,53217000000.0,18.28,27.29,Undervalued
ROST,121.96,56.3,124.16,1672979.0,2141401.0,43635000000.0,142.34,0.86,Overvalued
SGEN,176.27,90.57,213.94,889209.0,925082.0,31801000000.0,67.09,2.65,Overvalued
SIRI,6.39,4.11,7.4,63401620.0,23048242.0,25115000000.0,25.04,0.24,Near Fair Value
SWKS,164.79,67.9,165.99,1598493.0,1928114.0,27151000000.0,34.06,4.8,Overvalued
SPLK,163.06,93.92,225.89,2069605.0,2535919.0,26749000000.0,,-5.0,Overvalued
SBUX,103.86,50.02,107.75,5869677.0,6347315.0,124025000000.0,133.76,0.79,Overvalued
SNPS,259.99,104.9,264.33,630402.0,735915.0,40217000000.0,61.55,4.27,Near Fair Value
TMUS,133.26,63.5,135.45,2951158.0,3714000.0,167635000000.0,46.54,2.9,Near Fair Value
TSLA,856.0,70.1,884.49,75055528.0,43348233.0,834172000000.0,1682.64,0.52,Overvalued
TXN,171.12,93.09,172.75,4556506.0,4074382.0,157115000000.0,32.4,5.28,Overvalued
TCOM,33.6,20.1,38.95,3762168.0,3732007.0,20016000000.0,,,Undervalued
VRSN,200.93,148.77,221.3,823324.0,617452.0,23100000000.0,29.2,6.93,Overvalued
VRSK,201.25,116.61,210.66,572989.0,619438.0,32664000000.0,49.86,4.03,Overvalued
VRTX,233.86,197.47,306.08,1231193.0,2170082.0,61629000000.0,23.23,10.2,Undervalued
WBA,45.05,33.36,54.88,9895372.0,8215398.0,39057000000.0,,-0.8,Overvalued
WDAY,226.0,107.75,259.01,1666914.0,2081525.0,54636000000.0,,-1.45,Overvalued
XEL,65.06,46.58,76.44,2221705.0,2487246.0,35333000000.0,23.41,2.81,Overvalued
XLNX,150.45,67.68,154.12,2856568.0,3928238.0,36276000000.0,60.45,2.45,Overvalued
ZM,345.2,70.26,588.84,5009213.0,8752106.0,99991000000.0,242.95,1.44,Overvalued
