Symbol,open,52_wk_low,52_wk_hi,volume,avg_volume,market_cap,PE_ratio,EPS_ratio,target
BIIB,266.66,223.25,363.92,998104.0,1313011.0,40541000000.0,10.73,24.8,N/A
BKNG,2358.99,1107.29,2450.26,378026.0,382006.0,98351000000.0,1667.39,1.44,N/A
AVGO,445.36,155.67,495.14,1890607.0,1895550.0,184179000000.0,52.18,8.65,N/A
CDNS,127.05,51.39,149.08,1760655.0,1757231.0,35078000000.0,59.59,2.11,Overvalued
CDW,161.02,73.39,162.73,511693.0,856245.0,22567000000.0,29.37,5.45,Near Fair Value
CERN,70.54,53.08,84.2,3321872.0,2247854.0,21827000000.0,28.28,2.52,Overvalued
CHTR,618.99,345.67,681.71,1410153.0,1221604.0,120917000000.0,40.53,15.4,Overvalued
CHKP,114.13,82.41,139.26,773224.0,1492409.0,16143999999.999998,19.32,5.96,Overvalued
CTAS,359.99,154.33,369.2,339963.0,485649.0,37631000000.0,40.19,8.91,Overvalued
CSCO,48.81,32.4,49.34,13971932.0,20294900.0,206108000000.0,20.43,2.39,Near Fair Value
CTSH,76.85,40.01,82.73,2149056.0,2876716.0,41266000000.0,30.26,2.57,Overvalued
CMCSA,56.85,31.71,57.7,18368444.0,18054716.0,261510000000.0,25.04,2.28,Overvalued
CPRT,109.78,55.69,130.96,580589.0,1220855.0,25983000000.0,37.26,2.95,Near Fair Value
COST,328.1,278.42,393.15,3182073.0,2871073.0,146541000000.0,33.86,9.78,Overvalued
CSX,93.58,46.81,97.54,2237107.0,3735037.0,71561000000.0,26.07,3.6,Overvalued
DXCM,359.23,182.07,456.23,923975.0,881863.0,34406000000.0,70.7,5.06,Overvalued
DOCU,220.99,65.61,290.23,9276632.0,3354080.0,40229000000.0,,-1.31,Overvalued
DLTR,108.56,60.2,115.45,1102000.0,2005942.0,25544000000.0,19.22,5.65,Overvalued
EBAY,55.68,26.02,64.85,5025837.0,7876818.0,37969000000.0,7.07,7.89,Overvalued
EA,129.93,85.69,150.3,1327980.0,2884286.0,37532000000.0,32.26,4.05,Overvalued
EXC,42.36,29.28,46.02,4769778.0,5142691.0,41582000000.0,21.19,2.01,Overvalued
FB,269.14,137.1,304.67,20600198.0,19624532.0,764315000000.0,26.6,10.09,Undervalued
FAST,46.56,26.72,51.89,3242198.0,3170421.0,27080000000.0,31.64,1.49,Overvalued
FISV,123.97,73.5,126.25,3284344.0,4612449.0,83100000000.0,88.66,1.4,Overvalued
FOXA,41.74,19.81,43.01,3818790.0,5719867.0,24551000000.0,16.93,2.53,Overvalued
FOX,39.46,19.13,40.38,1090428.0,1735596.0,24551000000.0,15.83,2.53,Overvalued
GILD,62.49,56.56,85.97,11561052.0,9334126.0,77356000000.0,628.16,0.1,Near Fair Value
IDXX,498.91,168.65,573.99,318170.0,449462.0,42521000000.0,74.18,6.71,N/A
ILMN,402.41,196.78,555.77,687901.0,1102295.0,59107000000.0,91.04,4.45,N/A
INCY,78.84,62.48,110.37,749336.0,1244803.0,17370000000.0,,-1.36,N/A
INTC,62.65,43.61,65.11,20172961.0,37820306.0,255563000000.0,12.73,4.94,N/A
INTU,394.21,187.68,423.74,1305069.0,1382804.0,108427000000.0,60.42,6.55,N/A
ISRG,721.12,360.5,826.81,489055.0,598155.0,86888000000.0,83.22,8.82,N/A
JD,86.02,32.7,108.29,24763898.0,11162786.0,137661000000.0,571.56,0.15,N/A
KDP,33.29,18.98,34.05,5036549.0,4707890.0,46961000000.0,35.88,0.93,Overvalued
KLAC,288.87,110.19,342.21,1298410.0,1203927.0,45340000000.0,33.66,8.74,Near Fair Value
KHC,38.53,19.99,39.71,8966856.0,7146177.0,46615000000.0,131.41,0.29,Overvalued
LRCX,525.0,181.38,603.6,1433734.0,1590413.0,75001000000.0,26.06,20.14,Near Fair Value
LULU,304.46,128.85,399.9,1260965.0,1531391.0,39894000000.0,71.83,4.26,Near Fair Value
MAR,149.35,46.56,159.98,1688083.0,2543790.0,48727000000.0,,-0.82,Overvalued
MRVL,44.91,16.45,55.7,14976129.0,10855893.0,31866000000.0,,-0.41,Overvalued
MTCH,154.23,35.58,174.68,1643197.0,2859381.0,41255000000.0,314.3,0.49,Overvalued
MXIM,87.39,41.93,98.44,1864371.0,1993490.0,23582000000.0,32.8,2.68,Overvalued
MELI,1531.0,422.22,2020.0,472835.0,590250.0,77306000000.0,,-0.08,Overvalued
MCHP,144.91,53.15,166.67,1481110.0,2167690.0,39703000000.0,117.21,1.26,Overvalued
MU,87.57,31.13,95.75,21916381.0,18412522.0,98186000000.0,33.11,2.65,Overvalued
MSFT,234.01,132.52,246.13,22653662.0,29678234.0,1778000000000.0,35.15,6.71,Overvalued
MRNA,134.04,22.22,189.26,4923074.0,16468368.0,54868000000.0,,-1.96,Overvalued
MDLZ,56.24,41.19,60.0,8452047.0,7509685.0,81491000000.0,23.02,2.47,Overvalued
MNST,88.47,50.06,95.11,2488290.0,2030916.0,46973000000.0,33.69,2.64,Overvalued
NTES,106.49,53.17,134.33,1576188.0,2630778.0,73947000000.0,16.19,6.67,Overvalued
NFLX,512.5,290.25,593.29,3981743.0,4711883.0,229428000000.0,85.2,6.08,Near Fair Value
NVDA,505.93,180.68,614.9,6099099.0,8096031.0,318829000000.0,74.53,6.9,Overvalued
NXPI,184.89,58.41,200.19,1960651.0,2670227.0,50823000000.0,1019.28,0.18,Overvalued
ORLY,474.23,251.52,496.61,388267.0,650600.0,33884999999.999996,20.51,23.53,Near Fair Value
OKTA,234.28,88.66,294.0,2533323.0,1723747.0,29785000000.0,,-2.09,Overvalued
PCAR,97.7,49.11,103.19,1494016.0,1865180.0,33636000000.000004,25.92,3.74,Overvalued
PAYX,94.74,47.87,99.95,1220073.0,1845834.0,34350000000.0,32.51,2.93,Overvalued
PYPL,249.49,82.07,309.14,7609684.0,9738937.0,293205000000.0,70.72,3.54,Overvalued
PTON,113.49,17.7,171.09,7968755.0,9352809.0,32851999999.999996,,-2.11,Overvalued
PEP,133.12,101.42,148.77,4997163.0,5046603.0,183543000000.0,25.98,5.12,Overvalued
PDD,157.82,30.2,212.6,5172101.0,7942270.0,197513000000.0,,-2.09,Overvalued
QCOM,129.9,58.0,167.94,9365665.0,9994901.0,147657000000.0,22.22,5.85,N/A
REGN,467.0,424.01,664.64,552759.0,1022452.0,50508000000.0,15.45,30.52,N/A
ROST,121.26,56.3,127.08,2971697.0,2036286.0,43709000000.0,510.92,0.24,N/A
SGEN,150.4,90.57,213.94,708815.0,1169432.0,27734000000.0,44.73,3.37,N/A
SIRI,6.09,4.11,8.14,19559773.0,28966770.0,25502000000.0,205.33,0.03,N/A
SWKS,169.58,67.9,195.82,1590356.0,2410960.0,28414000000.0,27.24,6.33,N/A
SPLK,136.69,93.92,225.89,2556095.0,2402103.0,21981000000.0,,-5.68,N/A
SBUX,107.42,50.02,110.47,3356023.0,5916055.0,126925000000.0,189.81,0.57,N/A
SNPS,230.77,104.9,300.91,1311836.0,886890.0,34962000000.0,49.61,4.62,N/A
TMUS,126.57,63.5,135.54,6122524.0,4608337.0,157985000000.0,48.02,2.65,Overvalued
TSLA,670.0,70.1,900.4,33059283.0,40063450.0,665880000000.0,1083.95,0.64,Overvalued
TXN,173.02,93.09,181.8,3514616.0,4614236.0,160207000000.0,29.08,5.97,Overvalued
TCOM,40.75,20.1,43.98,9903934.0,4578772.0,25727000000.0,,,Overvalued
VRSN,191.54,148.77,221.3,885924.0,627001.0,21273000000.0,26.61,7.07,Overvalued
VRSK,169.45,116.61,210.66,881524.0,1022513.0,27961000000.0,39.85,4.31,Overvalued
VRTX,214.34,197.47,306.08,1162690.0,2013173.0,55717000000.0,20.83,10.29,Undervalued
WBA,51.49,33.36,55.49,7308045.0,6485659.0,45976000000.0,,-0.8,Overvalued
WDAY,250.36,107.75,282.77,1829396.0,2168995.0,61388000000.0,,-1.19,Overvalued
XEL,61.37,46.58,76.44,3190185.0,2694244.0,33377000000.000004,22.25,2.79,Overvalued
XLNX,123.05,68.0,154.93,1450716.0,2621200.0,30830000000.0,50.2,2.5,Overvalued
ZM,342.01,102.0,588.84,2960750.0,5987568.0,101107000000.0,153.95,2.25,Overvalued
